Country,Year,Month,Sector,Value
Japan,2019.0,1.0,Domestic Aviation,0.025
Japan,2019.0,1.0,Ground Transport,0.492
Japan,2019.0,1.0,Industry,0.863
Japan,2019.0,1.0,International Aviation,0.053
Japan,2019.0,1.0,Power,1.569
Japan,2019.0,1.0,Residential,0.115
ROW,2019.0,1.0,Domestic Aviation,0.198
ROW,2019.0,1.0,Ground Transport,5.559
ROW,2019.0,1.0,Industry,10.296
ROW,2019.0,1.0,International Aviation,0.713
ROW,2019.0,1.0,Power,10.353
ROW,2019.0,1.0,Residential,1.643
Russia,2019.0,1.0,Domestic Aviation,0.043
Russia,2019.0,1.0,Ground Transport,0.673
Russia,2019.0,1.0,Industry,0.798
Russia,2019.0,1.0,International Aviation,0.038
Russia,2019.0,1.0,Power,2.046
Russia,2019.0,1.0,Residential,0.321
Spain,2019.0,1.0,Domestic Aviation,0.016
Spain,2019.0,1.0,Ground Transport,0.263
Spain,2019.0,1.0,Industry,0.18
Spain,2019.0,1.0,International Aviation,0.072
Spain,2019.0,1.0,Power,0.167
Spain,2019.0,1.0,Residential,0.061
United Kingdom,2019.0,1.0,Domestic Aviation,0.007
United Kingdom,2019.0,1.0,Ground Transport,0.335
United Kingdom,2019.0,1.0,Industry,0.175
United Kingdom,2019.0,1.0,International Aviation,0.101
United Kingdom,2019.0,1.0,Power,0.198
United Kingdom,2019.0,1.0,Residential,0.205
United States,2019.0,1.0,Domestic Aviation,0.486
United States,2019.0,1.0,Ground Transport,4.841
United States,2019.0,1.0,Industry,2.996
United States,2019.0,1.0,International Aviation,0.218
United States,2019.0,1.0,Power,5.023
United States,2019.0,1.0,Residential,0.68
WORLD,2019.0,1.0,Domestic Aviation,1.004
WORLD,2019.0,1.0,Ground Transport,18.066
WORLD,2019.0,1.0,Industry,30.479
WORLD,2019.0,1.0,International Aviation,1.706
WORLD,2019.0,1.0,Power,35.686
WORLD,2019.0,1.0,Residential,5.545
Brazil,2019.0,2.0,Domestic Aviation,0.029
Brazil,2019.0,2.0,Ground Transport,0.501
Brazil,2019.0,2.0,Industry,0.355
Brazil,2019.0,2.0,International Aviation,0.016
Brazil,2019.0,2.0,Power,0.271
Brazil,2019.0,2.0,Residential,0.098
China,2019.0,2.0,Domestic Aviation,0.177
China,2019.0,2.0,Ground Transport,2.53
China,2019.0,2.0,Industry,10.94
China,2019.0,2.0,International Aviation,0.089
China,2019.0,2.0,Power,10.587
China,2019.0,2.0,Residential,1.384
France,2019.0,2.0,Domestic Aviation,0.007
France,2019.0,2.0,Ground Transport,0.344
France,2019.0,2.0,Industry,0.179
France,2019.0,2.0,International Aviation,0.054
France,2019.0,2.0,Power,0.071
France,2019.0,2.0,Residential,0.175
Germany,2019.0,2.0,Domestic Aviation,0.007
Germany,2019.0,2.0,Ground Transport,0.448
Germany,2019.0,2.0,Industry,0.301
Germany,2019.0,2.0,International Aviation,0.086
Germany,2019.0,2.0,Power,0.581
Germany,2019.0,2.0,Residential,0.361
India,2019.0,2.0,Domestic Aviation,0.021
India,2019.0,2.0,Ground Transport,0.754
India,2019.0,2.0,Industry,1.768
India,2019.0,2.0,International Aviation,0.033
India,2019.0,2.0,Power,2.624
India,2019.0,2.0,Residential,0.294
Italy,2019.0,2.0,Domestic Aviation,0.005
Italy,2019.0,2.0,Ground Transport,0.269
Italy,2019.0,2.0,Industry,0.166
Italy,2019.0,2.0,International Aviation,0.043
Italy,2019.0,2.0,Power,0.277
Italy,2019.0,2.0,Residential,0.098
Japan,2019.0,2.0,Domestic Aviation,0.025
Japan,2019.0,2.0,Ground Transport,0.494
Japan,2019.0,2.0,Industry,0.871
Japan,2019.0,2.0,International Aviation,0.054
Japan,2019.0,2.0,Power,1.583
Japan,2019.0,2.0,Residential,0.114
ROW,2019.0,2.0,Domestic Aviation,0.199
ROW,2019.0,2.0,Ground Transport,5.95
ROW,2019.0,2.0,Industry,10.279
ROW,2019.0,2.0,International Aviation,0.739
ROW,2019.0,2.0,Power,10.269
ROW,2019.0,2.0,Residential,1.604
Russia,2019.0,2.0,Domestic Aviation,0.042
Russia,2019.0,2.0,Ground Transport,0.671
Russia,2019.0,2.0,Industry,0.814
Russia,2019.0,2.0,International Aviation,0.039
Russia,2019.0,2.0,Power,2.086
Russia,2019.0,2.0,Residential,0.317
Spain,2019.0,2.0,Domestic Aviation,0.016
Spain,2019.0,2.0,Ground Transport,0.264
Spain,2019.0,2.0,Industry,0.184
Spain,2019.0,2.0,International Aviation,0.07
Spain,2019.0,2.0,Power,0.171
Spain,2019.0,2.0,Residential,0.067
United Kingdom,2019.0,2.0,Domestic Aviation,0.008
United Kingdom,2019.0,2.0,Ground Transport,0.331
United Kingdom,2019.0,2.0,Industry,0.19
United Kingdom,2019.0,2.0,International Aviation,0.103
United Kingdom,2019.0,2.0,Power,0.215
United Kingdom,2019.0,2.0,Residential,0.275
United States,2019.0,2.0,Domestic Aviation,0.482
United States,2019.0,2.0,Ground Transport,4.786
United States,2019.0,2.0,Industry,3.113
United States,2019.0,2.0,International Aviation,0.208
United States,2019.0,2.0,Power,5.357
United States,2019.0,2.0,Residential,0.688
WORLD,2019.0,2.0,Domestic Aviation,1.024
WORLD,2019.0,2.0,Ground Transport,18.318
WORLD,2019.0,2.0,Industry,29.981
WORLD,2019.0,2.0,International Aviation,1.731
WORLD,2019.0,2.0,Power,35.405
WORLD,2019.0,2.0,Residential,5.907
Brazil,2019.0,3.0,Domestic Aviation,0.029
Brazil,2019.0,3.0,Ground Transport,0.501
Brazil,2019.0,3.0,Industry,0.371
Brazil,2019.0,3.0,International Aviation,0.017
Brazil,2019.0,3.0,Power,0.283
Brazil,2019.0,3.0,Residential,0.098
China,2019.0,3.0,Domestic Aviation,0.173
China,2019.0,3.0,Ground Transport,2.533
China,2019.0,3.0,Industry,10.913
China,2019.0,3.0,International Aviation,0.087
China,2019.0,3.0,Power,10.561
China,2019.0,3.0,Residential,1.508
France,2019.0,3.0,Domestic Aviation,0.007
France,2019.0,3.0,Ground Transport,0.347
France,2019.0,3.0,Industry,0.192
France,2019.0,3.0,International Aviation,0.058
France,2019.0,3.0,Power,0.076
France,2019.0,3.0,Residential,0.231
Germany,2019.0,3.0,Domestic Aviation,0.006
Germany,2019.0,3.0,Ground Transport,0.452
Germany,2019.0,3.0,Industry,0.304
Germany,2019.0,3.0,International Aviation,0.091
Germany,2019.0,3.0,Power,0.586
Germany,2019.0,3.0,Residential,0.419
India,2019.0,3.0,Domestic Aviation,0.021
India,2019.0,3.0,Ground Transport,0.826
India,2019.0,3.0,Industry,1.906
India,2019.0,3.0,International Aviation,0.033
India,2019.0,3.0,Power,2.828
India,2019.0,3.0,Residential,0.301
Italy,2019.0,3.0,Domestic Aviation,0.005
Italy,2019.0,3.0,Ground Transport,0.271
Italy,2019.0,3.0,Industry,0.174
Italy,2019.0,3.0,International Aviation,0.044
Italy,2019.0,3.0,Power,0.29
Italy,2019.0,3.0,Residential,0.148
Japan,2019.0,3.0,Domestic Aviation,0.025
Japan,2019.0,3.0,Ground Transport,0.497
Japan,2019.0,3.0,Industry,0.869
Japan,2019.0,3.0,International Aviation,0.053
Japan,2019.0,3.0,Power,1.579
Japan,2019.0,3.0,Residential,0.115
ROW,2019.0,3.0,Domestic Aviation,0.204
ROW,2019.0,3.0,Ground Transport,5.901
ROW,2019.0,3.0,Industry,10.374
ROW,2019.0,3.0,International Aviation,0.743
ROW,2019.0,3.0,Power,10.396
ROW,2019.0,3.0,Residential,1.659
Russia,2019.0,3.0,Domestic Aviation,0.044
Russia,2019.0,3.0,Ground Transport,0.673
Russia,2019.0,3.0,Industry,0.815
Russia,2019.0,3.0,International Aviation,0.039
Russia,2019.0,3.0,Power,2.09
Russia,2019.0,3.0,Residential,0.286
Spain,2019.0,3.0,Domestic Aviation,0.016
Spain,2019.0,3.0,Ground Transport,0.267
Spain,2019.0,3.0,Industry,0.193
Spain,2019.0,3.0,International Aviation,0.068
Spain,2019.0,3.0,Power,0.179
Spain,2019.0,3.0,Residential,0.066
United Kingdom,2019.0,3.0,Domestic Aviation,0.008
United Kingdom,2019.0,3.0,Ground Transport,0.332
United Kingdom,2019.0,3.0,Industry,0.204
United Kingdom,2019.0,3.0,International Aviation,0.105
United Kingdom,2019.0,3.0,Power,0.231
United Kingdom,2019.0,3.0,Residential,0.279
United States,2019.0,3.0,Domestic Aviation,0.506
United States,2019.0,3.0,Ground Transport,4.917
United States,2019.0,3.0,Industry,3.021
United States,2019.0,3.0,International Aviation,0.226
United States,2019.0,3.0,Power,4.994
United States,2019.0,3.0,Residential,0.81
WORLD,2019.0,3.0,Domestic Aviation,1.05
WORLD,2019.0,3.0,Ground Transport,18.48
WORLD,2019.0,3.0,Industry,30.146
WORLD,2019.0,3.0,International Aviation,1.767
WORLD,2019.0,3.0,Power,35.41
WORLD,2019.0,3.0,Residential,6.468
Brazil,2019.0,4.0,Domestic Aviation,0.03
Brazil,2019.0,4.0,Ground Transport,0.449
Brazil,2019.0,4.0,Industry,0.379
Brazil,2019.0,4.0,International Aviation,0.016
Brazil,2019.0,4.0,Power,0.289
Brazil,2019.0,4.0,Residential,0.098
China,2019.0,4.0,Domestic Aviation,0.173
China,2019.0,4.0,Ground Transport,2.571
China,2019.0,4.0,Industry,10.962
China,2019.0,4.0,International Aviation,0.085
China,2019.0,4.0,Power,10.608
China,2019.0,4.0,Residential,1.745
France,2019.0,4.0,Domestic Aviation,0.008
France,2019.0,4.0,Ground Transport,0.34
France,2019.0,4.0,Industry,0.157
France,2019.0,4.0,International Aviation,0.057
France,2019.0,4.0,Power,0.062
France,2019.0,4.0,Residential,0.176
Germany,2019.0,4.0,Domestic Aviation,0.006
Germany,2019.0,4.0,Ground Transport,0.427
Germany,2019.0,4.0,Industry,0.334
Germany,2019.0,4.0,International Aviation,0.09
Germany,2019.0,4.0,Power,0.644
Germany,2019.0,4.0,Residential,0.411
India,2019.0,4.0,Domestic Aviation,0.021
India,2019.0,4.0,Ground Transport,0.822
India,2019.0,4.0,Industry,1.976
India,2019.0,4.0,International Aviation,0.034
India,2019.0,4.0,Power,2.932
India,2019.0,4.0,Residential,0.315
Italy,2019.0,4.0,Domestic Aviation,0.005
Italy,2019.0,4.0,Ground Transport,0.265
Italy,2019.0,4.0,Industry,0.152
Italy,2019.0,4.0,International Aviation,0.046
Italy,2019.0,4.0,Power,0.253
Italy,2019.0,4.0,Residential,0.175
Japan,2019.0,4.0,Domestic Aviation,0.025
Japan,2019.0,4.0,Ground Transport,0.503
Japan,2019.0,4.0,Industry,0.847
Japan,2019.0,4.0,International Aviation,0.053
Japan,2019.0,4.0,Power,1.54
Japan,2019.0,4.0,Residential,0.119
ROW,2019.0,4.0,Domestic Aviation,0.203
ROW,2019.0,4.0,Ground Transport,5.321
ROW,2019.0,4.0,Industry,10.176
ROW,2019.0,4.0,International Aviation,0.751
ROW,2019.0,4.0,Power,10.275
ROW,2019.0,4.0,Residential,1.689
Russia,2019.0,4.0,Domestic Aviation,0.046
Russia,2019.0,4.0,Ground Transport,0.673
Russia,2019.0,4.0,Industry,0.814
Russia,2019.0,4.0,International Aviation,0.039
Russia,2019.0,4.0,Power,2.087
Russia,2019.0,4.0,Residential,0.307
Spain,2019.0,4.0,Domestic Aviation,0.017
Spain,2019.0,4.0,Ground Transport,0.263
Spain,2019.0,4.0,Industry,0.204
Spain,2019.0,4.0,International Aviation,0.071
Spain,2019.0,4.0,Power,0.189
Spain,2019.0,4.0,Residential,0.063
United Kingdom,2019.0,4.0,Domestic Aviation,0.008
United Kingdom,2019.0,4.0,Ground Transport,0.303
United Kingdom,2019.0,4.0,Industry,0.167
United Kingdom,2019.0,4.0,International Aviation,0.108
United Kingdom,2019.0,4.0,Power,0.188
United Kingdom,2019.0,4.0,Residential,0.208
United States,2019.0,4.0,Domestic Aviation,0.51
United States,2019.0,4.0,Ground Transport,5.273
United States,2019.0,4.0,Industry,2.92
United States,2019.0,4.0,International Aviation,0.221
United States,2019.0,4.0,Power,4.54
United States,2019.0,4.0,Residential,0.901
WORLD,2019.0,4.0,Domestic Aviation,1.059
WORLD,2019.0,4.0,Ground Transport,18.142
WORLD,2019.0,4.0,Industry,29.953
WORLD,2019.0,4.0,International Aviation,1.776
WORLD,2019.0,4.0,Power,34.954
WORLD,2019.0,4.0,Residential,6.77
Brazil,2019.0,5.0,Domestic Aviation,0.027
Brazil,2019.0,5.0,Ground Transport,0.472
Brazil,2019.0,5.0,Industry,0.39
Brazil,2019.0,5.0,International Aviation,0.019
Brazil,2019.0,5.0,Power,0.298
Brazil,2019.0,5.0,Residential,0.098
China,2019.0,5.0,Domestic Aviation,0.177
China,2019.0,5.0,Ground Transport,2.502
China,2019.0,5.0,Industry,11.382
China,2019.0,5.0,International Aviation,0.085
China,2019.0,5.0,Power,11.014
China,2019.0,5.0,Residential,1.8
France,2019.0,5.0,Domestic Aviation,0.005
France,2019.0,5.0,Ground Transport,0.288
France,2019.0,5.0,Industry,0.18
France,2019.0,5.0,International Aviation,0.059
France,2019.0,5.0,Power,0.071
France,2019.0,5.0,Residential,0.158
Germany,2019.0,5.0,Domestic Aviation,0.004
Germany,2019.0,5.0,Ground Transport,0.383
Germany,2019.0,5.0,Industry,0.296
Germany,2019.0,5.0,International Aviation,0.09
Germany,2019.0,5.0,Power,0.571
Germany,2019.0,5.0,Residential,0.412
India,2019.0,5.0,Domestic Aviation,0.021
India,2019.0,5.0,Ground Transport,0.821
India,2019.0,5.0,Industry,2.015
India,2019.0,5.0,International Aviation,0.034
India,2019.0,5.0,Power,2.99
India,2019.0,5.0,Residential,0.305
Italy,2019.0,5.0,Domestic Aviation,0.005
Italy,2019.0,5.0,Ground Transport,0.238
Italy,2019.0,5.0,Industry,0.132
Italy,2019.0,5.0,International Aviation,0.047
Italy,2019.0,5.0,Power,0.221
Italy,2019.0,5.0,Residential,0.136
Japan,2019.0,5.0,Domestic Aviation,0.025
Japan,2019.0,5.0,Ground Transport,0.489
Japan,2019.0,5.0,Industry,0.69
Japan,2019.0,5.0,International Aviation,0.054
Japan,2019.0,5.0,Power,1.253
Japan,2019.0,5.0,Residential,0.126
ROW,2019.0,5.0,Domestic Aviation,0.177
ROW,2019.0,5.0,Ground Transport,5.522
ROW,2019.0,5.0,Industry,9.721
ROW,2019.0,5.0,International Aviation,0.772
ROW,2019.0,5.0,Power,9.837
ROW,2019.0,5.0,Residential,1.72
Russia,2019.0,5.0,Domestic Aviation,0.043
Russia,2019.0,5.0,Ground Transport,0.593
Russia,2019.0,5.0,Industry,0.804
Russia,2019.0,5.0,International Aviation,0.04
Russia,2019.0,5.0,Power,2.061
Russia,2019.0,5.0,Residential,0.34
Spain,2019.0,5.0,Domestic Aviation,0.015
Spain,2019.0,5.0,Ground Transport,0.178
Spain,2019.0,5.0,Industry,0.188
Spain,2019.0,5.0,International Aviation,0.082
Spain,2019.0,5.0,Power,0.174
Spain,2019.0,5.0,Residential,0.063
United Kingdom,2019.0,5.0,Domestic Aviation,0.004
United Kingdom,2019.0,5.0,Ground Transport,0.296
United Kingdom,2019.0,5.0,Industry,0.135
United Kingdom,2019.0,5.0,International Aviation,0.104
United Kingdom,2019.0,5.0,Power,0.152
United Kingdom,2019.0,5.0,Residential,0.212
United States,2019.0,5.0,Domestic Aviation,0.434
United States,2019.0,5.0,Ground Transport,5.009
United States,2019.0,5.0,Industry,2.701
United States,2019.0,5.0,International Aviation,0.219
United States,2019.0,5.0,Power,3.723
United States,2019.0,5.0,Residential,1.038
WORLD,2019.0,5.0,Domestic Aviation,0.943
WORLD,2019.0,5.0,Ground Transport,17.573
WORLD,2019.0,5.0,Industry,29.333
WORLD,2019.0,5.0,International Aviation,1.813
WORLD,2019.0,5.0,Power,33.505
WORLD,2019.0,5.0,Residential,6.999
Brazil,2019.0,6.0,Domestic Aviation,0.024
Brazil,2019.0,6.0,Ground Transport,0.386
Brazil,2019.0,6.0,Industry,0.393
Brazil,2019.0,6.0,International Aviation,0.017
Brazil,2019.0,6.0,Power,0.3
Brazil,2019.0,6.0,Residential,0.098
China,2019.0,6.0,Domestic Aviation,0.178
China,2019.0,6.0,Ground Transport,2.439
China,2019.0,6.0,Industry,11.282
China,2019.0,6.0,International Aviation,0.085
China,2019.0,6.0,Power,10.917
China,2019.0,6.0,Residential,1.839
France,2019.0,6.0,Domestic Aviation,0.006
France,2019.0,6.0,Ground Transport,0.267
France,2019.0,6.0,Industry,0.096
France,2019.0,6.0,International Aviation,0.059
France,2019.0,6.0,Power,0.038
France,2019.0,6.0,Residential,0.163
Germany,2019.0,6.0,Domestic Aviation,0.005
Germany,2019.0,6.0,Ground Transport,0.34
Germany,2019.0,6.0,Industry,0.272
Germany,2019.0,6.0,International Aviation,0.088
Germany,2019.0,6.0,Power,0.524
Germany,2019.0,6.0,Residential,0.471
India,2019.0,6.0,Domestic Aviation,0.021
India,2019.0,6.0,Ground Transport,0.742
India,2019.0,6.0,Industry,1.941
India,2019.0,6.0,International Aviation,0.035
India,2019.0,6.0,Power,2.88
India,2019.0,6.0,Residential,0.301
Italy,2019.0,6.0,Domestic Aviation,0.005
Italy,2019.0,6.0,Ground Transport,0.199
Italy,2019.0,6.0,Industry,0.123
Italy,2019.0,6.0,International Aviation,0.048
Italy,2019.0,6.0,Power,0.204
Italy,2019.0,6.0,Residential,0.139
Japan,2019.0,6.0,Domestic Aviation,0.025
Japan,2019.0,6.0,Ground Transport,0.453
Japan,2019.0,6.0,Industry,0.64
Japan,2019.0,6.0,International Aviation,0.053
Japan,2019.0,6.0,Power,1.163
Japan,2019.0,6.0,Residential,0.142
ROW,2019.0,6.0,Domestic Aviation,0.184
ROW,2019.0,6.0,Ground Transport,4.695
ROW,2019.0,6.0,Industry,9.652
ROW,2019.0,6.0,International Aviation,0.77
ROW,2019.0,6.0,Power,9.666
ROW,2019.0,6.0,Residential,1.686
Russia,2019.0,6.0,Domestic Aviation,0.041
Russia,2019.0,6.0,Ground Transport,0.486
Russia,2019.0,6.0,Industry,0.784
Russia,2019.0,6.0,International Aviation,0.042
Russia,2019.0,6.0,Power,2.011
Russia,2019.0,6.0,Residential,0.398
Spain,2019.0,6.0,Domestic Aviation,0.016
Spain,2019.0,6.0,Ground Transport,0.128
Spain,2019.0,6.0,Industry,0.152
Spain,2019.0,6.0,International Aviation,0.078
Spain,2019.0,6.0,Power,0.14
Spain,2019.0,6.0,Residential,0.064
United Kingdom,2019.0,6.0,Domestic Aviation,0.006
United Kingdom,2019.0,6.0,Ground Transport,0.257
United Kingdom,2019.0,6.0,Industry,0.09
United Kingdom,2019.0,6.0,International Aviation,0.106
United Kingdom,2019.0,6.0,Power,0.102
United Kingdom,2019.0,6.0,Residential,0.203
United States,2019.0,6.0,Domestic Aviation,0.428
United States,2019.0,6.0,Ground Transport,4.61
United States,2019.0,6.0,Industry,2.694
United States,2019.0,6.0,International Aviation,0.224
United States,2019.0,6.0,Power,3.754
United States,2019.0,6.0,Residential,0.812
WORLD,2019.0,6.0,Domestic Aviation,0.945
WORLD,2019.0,6.0,Ground Transport,15.678
WORLD,2019.0,6.0,Industry,28.81
WORLD,2019.0,6.0,International Aviation,1.814
WORLD,2019.0,6.0,Power,32.723
WORLD,2019.0,6.0,Residential,6.965
Brazil,2019.0,7.0,Domestic Aviation,0.028
Brazil,2019.0,7.0,Ground Transport,0.493
Brazil,2019.0,7.0,Industry,0.401
Brazil,2019.0,7.0,International Aviation,0.018
Brazil,2019.0,7.0,Power,0.306
Brazil,2019.0,7.0,Residential,0.098
China,2019.0,7.0,Domestic Aviation,0.178
China,2019.0,7.0,Ground Transport,2.526
China,2019.0,7.0,Industry,11.412
China,2019.0,7.0,International Aviation,0.081
China,2019.0,7.0,Power,11.043
China,2019.0,7.0,Residential,1.692
France,2019.0,7.0,Domestic Aviation,0.007
France,2019.0,7.0,Ground Transport,0.301
France,2019.0,7.0,Industry,0.191
France,2019.0,7.0,International Aviation,0.054
France,2019.0,7.0,Power,0.076
France,2019.0,7.0,Residential,0.188
Germany,2019.0,7.0,Domestic Aviation,0.007
Germany,2019.0,7.0,Ground Transport,0.43
Germany,2019.0,7.0,Industry,0.444
Germany,2019.0,7.0,International Aviation,0.085
Germany,2019.0,7.0,Power,0.857
Germany,2019.0,7.0,Residential,0.448
India,2019.0,7.0,Domestic Aviation,0.021
India,2019.0,7.0,Ground Transport,0.831
India,2019.0,7.0,Industry,1.953
India,2019.0,7.0,International Aviation,0.032
India,2019.0,7.0,Power,2.898
India,2019.0,7.0,Residential,0.316
Italy,2019.0,7.0,Domestic Aviation,0.005
Italy,2019.0,7.0,Ground Transport,0.222
Italy,2019.0,7.0,Industry,0.159
Italy,2019.0,7.0,International Aviation,0.044
Italy,2019.0,7.0,Power,0.265
Italy,2019.0,7.0,Residential,0.149
Japan,2019.0,7.0,Domestic Aviation,0.025
Japan,2019.0,7.0,Ground Transport,0.491
Japan,2019.0,7.0,Industry,0.762
Japan,2019.0,7.0,International Aviation,0.053
Japan,2019.0,7.0,Power,1.384
Japan,2019.0,7.0,Residential,0.13
ROW,2019.0,7.0,Domestic Aviation,0.2
ROW,2019.0,7.0,Ground Transport,5.561
ROW,2019.0,7.0,Industry,10.279
ROW,2019.0,7.0,International Aviation,0.733
ROW,2019.0,7.0,Power,10.227
ROW,2019.0,7.0,Residential,1.655
Russia,2019.0,7.0,Domestic Aviation,0.044
Russia,2019.0,7.0,Ground Transport,0.666
Russia,2019.0,7.0,Industry,0.822
Russia,2019.0,7.0,International Aviation,0.037
Russia,2019.0,7.0,Power,2.109
Russia,2019.0,7.0,Residential,0.432
Spain,2019.0,7.0,Domestic Aviation,0.017
Spain,2019.0,7.0,Ground Transport,0.264
Spain,2019.0,7.0,Industry,0.206
Spain,2019.0,7.0,International Aviation,0.071
Spain,2019.0,7.0,Power,0.191
Spain,2019.0,7.0,Residential,0.062
United Kingdom,2019.0,7.0,Domestic Aviation,0.008
United Kingdom,2019.0,7.0,Ground Transport,0.289
United Kingdom,2019.0,7.0,Industry,0.166
United Kingdom,2019.0,7.0,International Aviation,0.104
United Kingdom,2019.0,7.0,Power,0.188
United Kingdom,2019.0,7.0,Residential,0.214
United States,2019.0,7.0,Domestic Aviation,0.465
United States,2019.0,7.0,Ground Transport,4.677
United States,2019.0,7.0,Industry,2.833
United States,2019.0,7.0,International Aviation,0.223
United States,2019.0,7.0,Power,4.216
United States,2019.0,7.0,Residential,0.753
WORLD,2019.0,7.0,Domestic Aviation,1.011
WORLD,2019.0,7.0,Ground Transport,17.596
WORLD,2019.0,7.0,Industry,30.536
WORLD,2019.0,7.0,International Aviation,1.733
WORLD,2019.0,7.0,Power,35.145
WORLD,2019.0,7.0,Residential,6.814
Brazil,2019.0,8.0,Domestic Aviation,0.029
Brazil,2019.0,8.0,Ground Transport,0.499
Brazil,2019.0,8.0,Industry,0.415
Brazil,2019.0,8.0,International Aviation,0.017
Brazil,2019.0,8.0,Power,0.317
Brazil,2019.0,8.0,Residential,0.098
China,2019.0,8.0,Domestic Aviation,0.177
China,2019.0,8.0,Ground Transport,2.532
China,2019.0,8.0,Industry,11.564
China,2019.0,8.0,International Aviation,0.086
China,2019.0,8.0,Power,11.19
China,2019.0,8.0,Residential,1.679
France,2019.0,8.0,Domestic Aviation,0.007
France,2019.0,8.0,Ground Transport,0.346
France,2019.0,8.0,Industry,0.187
France,2019.0,8.0,International Aviation,0.053
France,2019.0,8.0,Power,0.074
France,2019.0,8.0,Residential,0.156
Germany,2019.0,8.0,Domestic Aviation,0.007
Germany,2019.0,8.0,Ground Transport,0.447
Germany,2019.0,8.0,Industry,0.36
Germany,2019.0,8.0,International Aviation,0.085
Germany,2019.0,8.0,Power,0.694
Germany,2019.0,8.0,Residential,0.316
India,2019.0,8.0,Domestic Aviation,0.02
India,2019.0,8.0,Ground Transport,0.835
India,2019.0,8.0,Industry,1.805
India,2019.0,8.0,International Aviation,0.032
India,2019.0,8.0,Power,2.678
India,2019.0,8.0,Residential,0.31
Italy,2019.0,8.0,Domestic Aviation,0.005
Italy,2019.0,8.0,Ground Transport,0.269
Italy,2019.0,8.0,Industry,0.157
Italy,2019.0,8.0,International Aviation,0.042
Italy,2019.0,8.0,Power,0.261
Italy,2019.0,8.0,Residential,0.149
Japan,2019.0,8.0,Domestic Aviation,0.025
Japan,2019.0,8.0,Ground Transport,0.492
Japan,2019.0,8.0,Industry,0.807
Japan,2019.0,8.0,International Aviation,0.052
Japan,2019.0,8.0,Power,1.465
Japan,2019.0,8.0,Residential,0.133
ROW,2019.0,8.0,Domestic Aviation,0.2
ROW,2019.0,8.0,Ground Transport,5.559
ROW,2019.0,8.0,Industry,10.374
ROW,2019.0,8.0,International Aviation,0.706
ROW,2019.0,8.0,Power,10.433
ROW,2019.0,8.0,Residential,1.726
Russia,2019.0,8.0,Domestic Aviation,0.041
Russia,2019.0,8.0,Ground Transport,0.673
Russia,2019.0,8.0,Industry,0.844
Russia,2019.0,8.0,International Aviation,0.038
Russia,2019.0,8.0,Power,2.165
Russia,2019.0,8.0,Residential,0.462
Spain,2019.0,8.0,Domestic Aviation,0.015
Spain,2019.0,8.0,Ground Transport,0.263
Spain,2019.0,8.0,Industry,0.209
Spain,2019.0,8.0,International Aviation,0.07
Spain,2019.0,8.0,Power,0.193
Spain,2019.0,8.0,Residential,0.061
United Kingdom,2019.0,8.0,Domestic Aviation,0.007
United Kingdom,2019.0,8.0,Ground Transport,0.335
United Kingdom,2019.0,8.0,Industry,0.12
United Kingdom,2019.0,8.0,International Aviation,0.098
United Kingdom,2019.0,8.0,Power,0.135
United Kingdom,2019.0,8.0,Residential,0.208
United States,2019.0,8.0,Domestic Aviation,0.485
United States,2019.0,8.0,Ground Transport,4.712
United States,2019.0,8.0,Industry,2.666
United States,2019.0,8.0,International Aviation,0.211
United States,2019.0,8.0,Power,3.836
United States,2019.0,8.0,Residential,0.847
WORLD,2019.0,8.0,Domestic Aviation,1.025
WORLD,2019.0,8.0,Ground Transport,17.936
WORLD,2019.0,8.0,Industry,30.365
WORLD,2019.0,8.0,International Aviation,1.675
WORLD,2019.0,8.0,Power,34.784
WORLD,2019.0,8.0,Residential,6.721
Brazil,2019.0,9.0,Domestic Aviation,0.028
Brazil,2019.0,9.0,Ground Transport,0.501
Brazil,2019.0,9.0,Industry,0.425
Brazil,2019.0,9.0,International Aviation,0.017
Brazil,2019.0,9.0,Power,0.325
Brazil,2019.0,9.0,Residential,0.098
China,2019.0,9.0,Domestic Aviation,0.178
China,2019.0,9.0,Ground Transport,2.53
China,2019.0,9.0,Industry,11.469
China,2019.0,9.0,International Aviation,0.085
China,2019.0,9.0,Power,11.098
China,2019.0,9.0,Residential,1.574
France,2019.0,9.0,Domestic Aviation,0.007
France,2019.0,9.0,Ground Transport,0.344
France,2019.0,9.0,Industry,0.179
France,2019.0,9.0,International Aviation,0.052
France,2019.0,9.0,Power,0.071
France,2019.0,9.0,Residential,0.183
Germany,2019.0,9.0,Domestic Aviation,0.007
Germany,2019.0,9.0,Ground Transport,0.448
Germany,2019.0,9.0,Industry,0.33
Germany,2019.0,9.0,International Aviation,0.086
Germany,2019.0,9.0,Power,0.636
Germany,2019.0,9.0,Residential,0.331
India,2019.0,9.0,Domestic Aviation,0.021
India,2019.0,9.0,Ground Transport,0.754
India,2019.0,9.0,Industry,1.93
India,2019.0,9.0,International Aviation,0.033
India,2019.0,9.0,Power,2.864
India,2019.0,9.0,Residential,0.314
Italy,2019.0,9.0,Domestic Aviation,0.004
Italy,2019.0,9.0,Ground Transport,0.269
Italy,2019.0,9.0,Industry,0.183
Italy,2019.0,9.0,International Aviation,0.04
Italy,2019.0,9.0,Power,0.305
Italy,2019.0,9.0,Residential,0.142
Japan,2019.0,9.0,Domestic Aviation,0.025
