Country,Year,Month,Sector,Value
Brazil,2019.0,4.0,Power,0.202
Brazil,2019.0,4.0,Residential,0.098
China,2019.0,4.0,Domestic Aviation,0.169
China,2019.0,4.0,Ground Transport,2.548
China,2019.0,4.0,Industry,11.421
China,2019.0,4.0,International Aviation,0.078
China,2019.0,4.0,Power,12.782
China,2019.0,4.0,Residential,2.588
France,2019.0,4.0,Domestic Aviation,0.006
France,2019.0,4.0,Ground Transport,0.328
France,2019.0,4.0,Industry,0.119
France,2019.0,4.0,International Aviation,0.047
France,2019.0,4.0,Power,0.05
France,2019.0,4.0,Residential,0.271
Germany,2019.0,4.0,Domestic Aviation,0.006
Germany,2019.0,4.0,Ground Transport,0.413
Germany,2019.0,4.0,Industry,0.234
Germany,2019.0,4.0,International Aviation,0.071
Germany,2019.0,4.0,Power,0.385
Germany,2019.0,4.0,Residential,0.439
India,2019.0,4.0,Domestic Aviation,0.02
India,2019.0,4.0,Ground Transport,0.821
India,2019.0,4.0,Industry,2.122
India,2019.0,4.0,International Aviation,0.032
India,2019.0,4.0,Power,3.417
India,2019.0,4.0,Residential,0.491
Italy,2019.0,4.0,Domestic Aviation,0.005
Italy,2019.0,4.0,Ground Transport,0.26
Italy,2019.0,4.0,Industry,0.164
Italy,2019.0,4.0,International Aviation,0.034
Italy,2019.0,4.0,Power,0.249
Italy,2019.0,4.0,Residential,0.285
Japan,2019.0,4.0,Domestic Aviation,0.024
Japan,2019.0,4.0,Ground Transport,0.49
Japan,2019.0,4.0,Industry,0.927
Japan,2019.0,4.0,International Aviation,0.051
Japan,2019.0,4.0,Power,1.666
Japan,2019.0,4.0,Residential,0.497
ROW,2019.0,4.0,Domestic Aviation,0.186
ROW,2019.0,4.0,Ground Transport,6.451
ROW,2019.0,4.0,Industry,10.105
ROW,2019.0,4.0,International Aviation,0.734
ROW,2019.0,4.0,Power,10.736
ROW,2019.0,4.0,Residential,4.052
Russia,2019.0,4.0,Domestic Aviation,0.038
Russia,2019.0,4.0,Ground Transport,0.67
Russia,2019.0,4.0,Industry,0.765
Russia,2019.0,4.0,International Aviation,0.028
Russia,2019.0,4.0,Power,2.893
Russia,2019.0,4.0,Residential,0.75
Spain,2019.0,4.0,Domestic Aviation,0.015
Spain,2019.0,4.0,Ground Transport,0.253
Spain,2019.0,4.0,Industry,0.154
Spain,2019.0,4.0,International Aviation,0.056
Spain,2019.0,4.0,Power,0.098
Spain,2019.0,4.0,Residential,0.106
United Kingdom,2019.0,4.0,Domestic Aviation,0.007
United Kingdom,2019.0,4.0,Ground Transport,0.329
United Kingdom,2019.0,4.0,Industry,0.159
United Kingdom,2019.0,4.0,International Aviation,0.09
United Kingdom,2019.0,4.0,Power,0.179
United Kingdom,2019.0,4.0,Residential,0.325
United States,2019.0,4.0,Domestic Aviation,0.429
United States,2019.0,4.0,Ground Transport,4.024
United States,2019.0,4.0,Industry,3.178
United States,2019.0,4.0,International Aviation,0.203
United States,2019.0,4.0,Power,5.352
United States,2019.0,4.0,Residential,3.74
WORLD,2019.0,4.0,Domestic Aviation,0.93
WORLD,2019.0,4.0,Ground Transport,17.959
WORLD,2019.0,4.0,Industry,30.511
WORLD,2019.0,4.0,International Aviation,1.594
WORLD,2019.0,4.0,Power,39.168
WORLD,2019.0,4.0,Residential,14.282
Brazil,2019.0,5.0,Domestic Aviation,0.021
Brazil,2019.0,5.0,Ground Transport,0.371
Brazil,2019.0,5.0,Industry,0.357
Brazil,2019.0,5.0,International Aviation,0.019
Brazil,2019.0,5.0,Power,0.199
Brazil,2019.0,5.0,Residential,0.098
China,2019.0,5.0,Domestic Aviation,0.167
China,2019.0,5.0,Ground Transport,2.553
China,2019.0,5.0,Industry,10.796
China,2019.0,5.0,International Aviation,0.08
China,2019.0,5.0,Power,12.082
China,2019.0,5.0,Residential,2.636
France,2019.0,5.0,Domestic Aviation,0.006
France,2019.0,5.0,Ground Transport,0.335
France,2019.0,5.0,Industry,0.158
France,2019.0,5.0,International Aviation,0.047
France,2019.0,5.0,Power,0.066
France,2019.0,5.0,Residential,0.279
Germany,2019.0,5.0,Domestic Aviation,0.007
Germany,2019.0,5.0,Ground Transport,0.426
Germany,2019.0,5.0,Industry,0.329
Germany,2019.0,5.0,International Aviation,0.068
Germany,2019.0,5.0,Power,0.542
Germany,2019.0,5.0,Residential,0.558
India,2019.0,5.0,Domestic Aviation,0.018
India,2019.0,5.0,Ground Transport,0.859
India,2019.0,5.0,Industry,2.177
India,2019.0,5.0,International Aviation,0.031
India,2019.0,5.0,Power,3.506
India,2019.0,5.0,Residential,0.499
Italy,2019.0,5.0,Domestic Aviation,0.004
Italy,2019.0,5.0,Ground Transport,0.264
Italy,2019.0,5.0,Industry,0.18
Italy,2019.0,5.0,International Aviation,0.03
Italy,2019.0,5.0,Power,0.274
Italy,2019.0,5.0,Residential,0.269
Japan,2019.0,5.0,Domestic Aviation,0.024
Japan,2019.0,5.0,Ground Transport,0.494
Japan,2019.0,5.0,Industry,0.836
Japan,2019.0,5.0,International Aviation,0.052
Japan,2019.0,5.0,Power,1.503
Japan,2019.0,5.0,Residential,0.422
ROW,2019.0,5.0,Domestic Aviation,0.184
ROW,2019.0,5.0,Ground Transport,6.65
ROW,2019.0,5.0,Industry,9.912
ROW,2019.0,5.0,International Aviation,0.716
ROW,2019.0,5.0,Power,10.593
ROW,2019.0,5.0,Residential,4.043
Russia,2019.0,5.0,Domestic Aviation,0.036
Russia,2019.0,5.0,Ground Transport,0.677
Russia,2019.0,5.0,Industry,0.757
Russia,2019.0,5.0,International Aviation,0.029
Russia,2019.0,5.0,Power,2.862
Russia,2019.0,5.0,Residential,0.675
Spain,2019.0,5.0,Domestic Aviation,0.014
Spain,2019.0,5.0,Ground Transport,0.259
Spain,2019.0,5.0,Industry,0.178
Spain,2019.0,5.0,International Aviation,0.051
Spain,2019.0,5.0,Power,0.113
Spain,2019.0,5.0,Residential,0.112
United Kingdom,2019.0,5.0,Domestic Aviation,0.007
United Kingdom,2019.0,5.0,Ground Transport,0.334
United Kingdom,2019.0,5.0,Industry,0.21
United Kingdom,2019.0,5.0,International Aviation,0.084
United Kingdom,2019.0,5.0,Power,0.236
United Kingdom,2019.0,5.0,Residential,0.314
United States,2019.0,5.0,Domestic Aviation,0.466
United States,2019.0,5.0,Ground Transport,3.908
United States,2019.0,5.0,Industry,3.208
United States,2019.0,5.0,International Aviation,0.201
United States,2019.0,5.0,Power,5.495
United States,2019.0,5.0,Residential,3.906
WORLD,2019.0,5.0,Domestic Aviation,0.961
WORLD,2019.0,5.0,Ground Transport,18.088
WORLD,2019.0,5.0,Industry,29.939
WORLD,2019.0,5.0,International Aviation,1.545
WORLD,2019.0,5.0,Power,38.706
WORLD,2019.0,5.0,Residential,14.551
Brazil,2019.0,6.0,Domestic Aviation,0.03
Brazil,2019.0,6.0,Ground Transport,0.438
Brazil,2019.0,6.0,Industry,0.366
Brazil,2019.0,6.0,International Aviation,0.018
Brazil,2019.0,6.0,Power,0.204
Brazil,2019.0,6.0,Residential,0.098
China,2019.0,6.0,Domestic Aviation,0.169
China,2019.0,6.0,Ground Transport,2.551
China,2019.0,6.0,Industry,10.776
China,2019.0,6.0,International Aviation,0.082
China,2019.0,6.0,Power,12.061
China,2019.0,6.0,Residential,2.816
France,2019.0,6.0,Domestic Aviation,0.006
France,2019.0,6.0,Ground Transport,0.336
France,2019.0,6.0,Industry,0.131
France,2019.0,6.0,International Aviation,0.045
France,2019.0,6.0,Power,0.055
France,2019.0,6.0,Residential,0.244
Germany,2019.0,6.0,Domestic Aviation,0.007
Germany,2019.0,6.0,Ground Transport,0.435
Germany,2019.0,6.0,Industry,0.367
Germany,2019.0,6.0,International Aviation,0.07
Germany,2019.0,6.0,Power,0.605
Germany,2019.0,6.0,Residential,0.466
India,2019.0,6.0,Domestic Aviation,0.02
India,2019.0,6.0,Ground Transport,0.861
India,2019.0,6.0,Industry,2.185
India,2019.0,6.0,International Aviation,0.033
India,2019.0,6.0,Power,3.519
India,2019.0,6.0,Residential,0.468
Italy,2019.0,6.0,Domestic Aviation,0.005
Italy,2019.0,6.0,Ground Transport,0.263
Italy,2019.0,6.0,Industry,0.198
Italy,2019.0,6.0,International Aviation,0.032
Italy,2019.0,6.0,Power,0.301
Italy,2019.0,6.0,Residential,0.276
Japan,2019.0,6.0,Domestic Aviation,0.024
Japan,2019.0,6.0,Ground Transport,0.493
Japan,2019.0,6.0,Industry,0.901
Japan,2019.0,6.0,International Aviation,0.052
Japan,2019.0,6.0,Power,1.618
Japan,2019.0,6.0,Residential,0.406
ROW,2019.0,6.0,Domestic Aviation,0.188
ROW,2019.0,6.0,Ground Transport,6.707
ROW,2019.0,6.0,Industry,9.942
ROW,2019.0,6.0,International Aviation,0.728
ROW,2019.0,6.0,Power,10.507
ROW,2019.0,6.0,Residential,3.934
Russia,2019.0,6.0,Domestic Aviation,0.036
Russia,2019.0,6.0,Ground Transport,0.675
Russia,2019.0,6.0,Industry,0.758
Russia,2019.0,6.0,International Aviation,0.031
Russia,2019.0,6.0,Power,2.864
Russia,2019.0,6.0,Residential,0.689
Spain,2019.0,6.0,Domestic Aviation,0.014
Spain,2019.0,6.0,Ground Transport,0.262
Spain,2019.0,6.0,Industry,0.128
Spain,2019.0,6.0,International Aviation,0.051
Spain,2019.0,6.0,Power,0.081
Spain,2019.0,6.0,Residential,0.117
United Kingdom,2019.0,6.0,Domestic Aviation,0.007
United Kingdom,2019.0,6.0,Ground Transport,0.335
United Kingdom,2019.0,6.0,Industry,0.167
United Kingdom,2019.0,6.0,International Aviation,0.082
United Kingdom,2019.0,6.0,Power,0.188
United Kingdom,2019.0,6.0,Residential,0.266
United States,2019.0,6.0,Domestic Aviation,0.473
United States,2019.0,6.0,Ground Transport,3.978
United States,2019.0,6.0,Industry,3.068
United States,2019.0,6.0,International Aviation,0.186
United States,2019.0,6.0,Power,5.261
United States,2019.0,6.0,Residential,3.733
WORLD,2019.0,6.0,Domestic Aviation,0.985
WORLD,2019.0,6.0,Ground Transport,18.298
WORLD,2019.0,6.0,Industry,29.894
WORLD,2019.0,6.0,International Aviation,1.552
WORLD,2019.0,6.0,Power,38.501
WORLD,2019.0,6.0,Residential,14.236
Brazil,2019.0,7.0,Domestic Aviation,0.028
Brazil,2019.0,7.0,Ground Transport,0.49
Brazil,2019.0,7.0,Industry,0.33
Brazil,2019.0,7.0,International Aviation,0.019
Brazil,2019.0,7.0,Power,0.184
Brazil,2019.0,7.0,Residential,0.098
China,2019.0,7.0,Domestic Aviation,0.167
China,2019.0,7.0,Ground Transport,2.552
China,2019.0,7.0,Industry,10.68
China,2019.0,7.0,International Aviation,0.083
China,2019.0,7.0,Power,11.953
China,2019.0,7.0,Residential,3.007
France,2019.0,7.0,Domestic Aviation,0.006
France,2019.0,7.0,Ground Transport,0.337
France,2019.0,7.0,Industry,0.118
France,2019.0,7.0,International Aviation,0.047
France,2019.0,7.0,Power,0.049
France,2019.0,7.0,Residential,0.27
Germany,2019.0,7.0,Domestic Aviation,0.007
Germany,2019.0,7.0,Ground Transport,0.443
Germany,2019.0,7.0,Industry,0.29
Germany,2019.0,7.0,International Aviation,0.071
Germany,2019.0,7.0,Power,0.477
Germany,2019.0,7.0,Residential,0.417
India,2019.0,7.0,Domestic Aviation,0.019
India,2019.0,7.0,Ground Transport,0.861
India,2019.0,7.0,Industry,2.241
India,2019.0,7.0,International Aviation,0.032
India,2019.0,7.0,Power,3.608
India,2019.0,7.0,Residential,0.449
Italy,2019.0,7.0,Domestic Aviation,0.005
Italy,2019.0,7.0,Ground Transport,0.266
Italy,2019.0,7.0,Industry,0.184
Italy,2019.0,7.0,International Aviation,0.032
Italy,2019.0,7.0,Power,0.28
Italy,2019.0,7.0,Residential,0.225
Japan,2019.0,7.0,Domestic Aviation,0.024
Japan,2019.0,7.0,Ground Transport,0.496
Japan,2019.0,7.0,Industry,0.905
Japan,2019.0,7.0,International Aviation,0.052
Japan,2019.0,7.0,Power,1.625
Japan,2019.0,7.0,Residential,0.533
ROW,2019.0,7.0,Domestic Aviation,0.187
ROW,2019.0,7.0,Ground Transport,6.683
ROW,2019.0,7.0,Industry,10.002
ROW,2019.0,7.0,International Aviation,0.725
ROW,2019.0,7.0,Power,10.545
ROW,2019.0,7.0,Residential,3.894
Russia,2019.0,7.0,Domestic Aviation,0.036
Russia,2019.0,7.0,Ground Transport,0.676
Russia,2019.0,7.0,Industry,0.755
Russia,2019.0,7.0,International Aviation,0.033
Russia,2019.0,7.0,Power,2.853
Russia,2019.0,7.0,Residential,0.743
Spain,2019.0,7.0,Domestic Aviation,0.015
Spain,2019.0,7.0,Ground Transport,0.265
Spain,2019.0,7.0,Industry,0.196
Spain,2019.0,7.0,International Aviation,0.054
Spain,2019.0,7.0,Power,0.125
Spain,2019.0,7.0,Residential,0.135
United Kingdom,2019.0,7.0,Domestic Aviation,0.008
United Kingdom,2019.0,7.0,Ground Transport,0.336
United Kingdom,2019.0,7.0,Industry,0.146
United Kingdom,2019.0,7.0,International Aviation,0.088
United Kingdom,2019.0,7.0,Power,0.163
United Kingdom,2019.0,7.0,Residential,0.308
United States,2019.0,7.0,Domestic Aviation,0.488
United States,2019.0,7.0,Ground Transport,4.119
United States,2019.0,7.0,Industry,2.924
United States,2019.0,7.0,International Aviation,0.203
United States,2019.0,7.0,Power,4.916
United States,2019.0,7.0,Residential,3.34
WORLD,2019.0,7.0,Domestic Aviation,0.997
WORLD,2019.0,7.0,Ground Transport,18.496
WORLD,2019.0,7.0,Industry,29.626
WORLD,2019.0,7.0,International Aviation,1.586
WORLD,2019.0,7.0,Power,38.014
WORLD,2019.0,7.0,Residential,14.046
Brazil,2019.0,8.0,Domestic Aviation,0.027
Brazil,2019.0,8.0,Ground Transport,0.495
Brazil,2019.0,8.0,Industry,0.298
Brazil,2019.0,8.0,International Aviation,0.02
Brazil,2019.0,8.0,Power,0.166
Brazil,2019.0,8.0,Residential,0.098
China,2019.0,8.0,Domestic Aviation,0.168
China,2019.0,8.0,Ground Transport,2.587
China,2019.0,8.0,Industry,10.791
China,2019.0,8.0,International Aviation,0.084
China,2019.0,8.0,Power,12.077
China,2019.0,8.0,Residential,2.837
France,2019.0,8.0,Domestic Aviation,0.007
France,2019.0,8.0,Ground Transport,0.337
France,2019.0,8.0,Industry,0.141
France,2019.0,8.0,International Aviation,0.052
France,2019.0,8.0,Power,0.059
France,2019.0,8.0,Residential,0.286
Germany,2019.0,8.0,Domestic Aviation,0.007
Germany,2019.0,8.0,Ground Transport,0.428
Germany,2019.0,8.0,Industry,0.294
Germany,2019.0,8.0,International Aviation,0.076
Germany,2019.0,8.0,Power,0.485
Germany,2019.0,8.0,Residential,0.506
India,2019.0,8.0,Domestic Aviation,0.02
India,2019.0,8.0,Ground Transport,0.863
India,2019.0,8.0,Industry,2.225
India,2019.0,8.0,International Aviation,0.035
India,2019.0,8.0,Power,3.583
India,2019.0,8.0,Residential,0.475
Italy,2019.0,8.0,Domestic Aviation,0.005
Italy,2019.0,8.0,Ground Transport,0.27
Italy,2019.0,8.0,Industry,0.191
Italy,2019.0,8.0,International Aviation,0.034
Italy,2019.0,8.0,Power,0.291
Italy,2019.0,8.0,Residential,0.235
Japan,2019.0,8.0,Domestic Aviation,0.024
Japan,2019.0,8.0,Ground Transport,0.501
Japan,2019.0,8.0,Industry,0.855
Japan,2019.0,8.0,International Aviation,0.053
Japan,2019.0,8.0,Power,1.536
Japan,2019.0,8.0,Residential,0.56
ROW,2019.0,8.0,Domestic Aviation,0.186
ROW,2019.0,8.0,Ground Transport,6.175
ROW,2019.0,8.0,Industry,9.889
ROW,2019.0,8.0,International Aviation,0.755
ROW,2019.0,8.0,Power,10.511
ROW,2019.0,8.0,Residential,3.876
Russia,2019.0,8.0,Domestic Aviation,0.037
Russia,2019.0,8.0,Ground Transport,0.654
Russia,2019.0,8.0,Industry,0.725
Russia,2019.0,8.0,International Aviation,0.03
Russia,2019.0,8.0,Power,2.741
Russia,2019.0,8.0,Residential,0.682
Spain,2019.0,8.0,Domestic Aviation,0.016
Spain,2019.0,8.0,Ground Transport,0.27
Spain,2019.0,8.0,Industry,0.232
Spain,2019.0,8.0,International Aviation,0.055
Spain,2019.0,8.0,Power,0.147
Spain,2019.0,8.0,Residential,0.132
United Kingdom,2019.0,8.0,Domestic Aviation,0.008
United Kingdom,2019.0,8.0,Ground Transport,0.334
United Kingdom,2019.0,8.0,Industry,0.191
United Kingdom,2019.0,8.0,International Aviation,0.092
United Kingdom,2019.0,8.0,Power,0.215
United Kingdom,2019.0,8.0,Residential,0.324
United States,2019.0,8.0,Domestic Aviation,0.495
United States,2019.0,8.0,Ground Transport,4.559
United States,2019.0,8.0,Industry,2.852
United States,2019.0,8.0,International Aviation,0.21
United States,2019.0,8.0,Power,4.613
United States,2019.0,8.0,Residential,2.933
WORLD,2019.0,8.0,Domestic Aviation,1.007
WORLD,2019.0,8.0,Ground Transport,18.44
WORLD,2019.0,8.0,Industry,29.492
WORLD,2019.0,8.0,International Aviation,1.653
WORLD,2019.0,8.0,Power,37.643
WORLD,2019.0,8.0,Residential,13.59
Brazil,2019.0,9.0,Domestic Aviation,0.027
Brazil,2019.0,9.0,Ground Transport,0.468
Brazil,2019.0,9.0,Industry,0.308
Brazil,2019.0,9.0,International Aviation,0.021
Brazil,2019.0,9.0,Power,0.172
Brazil,2019.0,9.0,Residential,0.098
China,2019.0,9.0,Domestic Aviation,0.164
China,2019.0,9.0,Ground Transport,2.52
China,2019.0,9.0,Industry,11.065
China,2019.0,9.0,International Aviation,0.085
China,2019.0,9.0,Power,12.384
China,2019.0,9.0,Residential,2.792
France,2019.0,9.0,Domestic Aviation,0.004
France,2019.0,9.0,Ground Transport,0.292
France,2019.0,9.0,Industry,0.113
France,2019.0,9.0,International Aviation,0.051
France,2019.0,9.0,Power,0.047
France,2019.0,9.0,Residential,0.24
Germany,2019.0,9.0,Domestic Aviation,0.004
Germany,2019.0,9.0,Ground Transport,0.38
Germany,2019.0,9.0,Industry,0.187
Germany,2019.0,9.0,International Aviation,0.074
Germany,2019.0,9.0,Power,0.309
Germany,2019.0,9.0,Residential,0.472
India,2019.0,9.0,Domestic Aviation,0.019
India,2019.0,9.0,Ground Transport,0.845
India,2019.0,9.0,Industry,2.21
India,2019.0,9.0,International Aviation,0.033
India,2019.0,9.0,Power,3.558
India,2019.0,9.0,Residential,0.437
Italy,2019.0,9.0,Domestic Aviation,0.004
Italy,2019.0,9.0,Ground Transport,0.229
Italy,2019.0,9.0,Industry,0.13
Italy,2019.0,9.0,International Aviation,0.035
Italy,2019.0,9.0,Power,0.197
Italy,2019.0,9.0,Residential,0.249
Japan,2019.0,9.0,Domestic Aviation,0.025
Japan,2019.0,9.0,Ground Transport,0.485
Japan,2019.0,9.0,Industry,0.744
Japan,2019.0,9.0,International Aviation,0.052
Japan,2019.0,9.0,Power,1.336
Japan,2019.0,9.0,Residential,0.409
ROW,2019.0,9.0,Domestic Aviation,0.163
ROW,2019.0,9.0,Ground Transport,5.697
ROW,2019.0,9.0,Industry,9.54
ROW,2019.0,9.0,International Aviation,0.778
ROW,2019.0,9.0,Power,10.231
ROW,2019.0,9.0,Residential,3.829
Russia,2019.0,9.0,Domestic Aviation,0.034
Russia,2019.0,9.0,Ground Transport,0.58
Russia,2019.0,9.0,Industry,0.723
Russia,2019.0,9.0,International Aviation,0.033
Russia,2019.0,9.0,Power,2.734
Russia,2019.0,9.0,Residential,0.62
Spain,2019.0,9.0,Domestic Aviation,0.013
Spain,2019.0,9.0,Ground Transport,0.17
Spain,2019.0,9.0,Industry,0.181
Spain,2019.0,9.0,International Aviation,0.066
Spain,2019.0,9.0,Power,0.115
Spain,2019.0,9.0,Residential,0.117
United Kingdom,2019.0,9.0,Domestic Aviation,0.003
United Kingdom,2019.0,9.0,Ground Transport,0.295
United Kingdom,2019.0,9.0,Industry,0.115
United Kingdom,2019.0,9.0,International Aviation,0.09
United Kingdom,2019.0,9.0,Power,0.128
United Kingdom,2019.0,9.0,Residential,0.298
United States,2019.0,9.0,Domestic Aviation,0.44
United States,2019.0,9.0,Ground Transport,4.333
United States,2019.0,9.0,Industry,2.597
United States,2019.0,9.0,International Aviation,0.215
United States,2019.0,9.0,Power,3.752
United States,2019.0,9.0,Residential,2.588
WORLD,2019.0,9.0,Domestic Aviation,0.902
WORLD,2019.0,9.0,Ground Transport,17.062
WORLD,2019.0,9.0,Industry,28.584
WORLD,2019.0,9.0,International Aviation,1.685
WORLD,2019.0,9.0,Power,35.984
WORLD,2019.0,9.0,Residential,12.826
Brazil,2019.0,10.0,Domestic Aviation,0.025
Brazil,2019.0,10.0,Ground Transport,0.384
Brazil,2019.0,10.0,Industry,0.297
Brazil,2019.0,10.0,International Aviation,0.02
Brazil,2019.0,10.0,Power,0.166
Brazil,2019.0,10.0,Residential,0.098
China,2019.0,10.0,Domestic Aviation,0.167
China,2019.0,10.0,Ground Transport,2.468
China,2019.0,10.0,Industry,10.962
China,2019.0,10.0,International Aviation,0.082
China,2019.0,10.0,Power,12.268
China,2019.0,10.0,Residential,2.63
France,2019.0,10.0,Domestic Aviation,0.005
France,2019.0,10.0,Ground Transport,0.222
France,2019.0,10.0,Industry,0.113
France,2019.0,10.0,International Aviation,0.055
France,2019.0,10.0,Power,0.047
France,2019.0,10.0,Residential,0.234
Germany,2019.0,10.0,Domestic Aviation,0.004
Germany,2019.0,10.0,Ground Transport,0.29
Germany,2019.0,10.0,Industry,0.215
Germany,2019.0,10.0,International Aviation,0.072
Germany,2019.0,10.0,Power,0.353
Germany,2019.0,10.0,Residential,0.505
India,2019.0,10.0,Domestic Aviation,0.019
India,2019.0,10.0,Ground Transport,0.796
India,2019.0,10.0,Industry,2.175
India,2019.0,10.0,International Aviation,0.035
India,2019.0,10.0,Power,3.503
India,2019.0,10.0,Residential,0.406
Italy,2019.0,10.0,Domestic Aviation,0.004
Italy,2019.0,10.0,Ground Transport,0.178
Italy,2019.0,10.0,Industry,0.115
Italy,2019.0,10.0,International Aviation,0.037
Italy,2019.0,10.0,Power,0.175
Italy,2019.0,10.0,Residential,0.242
Japan,2019.0,10.0,Domestic Aviation,0.025
Japan,2019.0,10.0,Ground Transport,0.46
Japan,2019.0,10.0,Industry,0.72
Japan,2019.0,10.0,International Aviation,0.054
Japan,2019.0,10.0,Power,1.294
Japan,2019.0,10.0,Residential,0.376
ROW,2019.0,10.0,Domestic Aviation,0.174
ROW,2019.0,10.0,Ground Transport,5.358
ROW,2019.0,10.0,Industry,9.346
ROW,2019.0,10.0,International Aviation,0.798
ROW,2019.0,10.0,Power,9.924
ROW,2019.0,10.0,Residential,3.726
Russia,2019.0,10.0,Domestic Aviation,0.036
Russia,2019.0,10.0,Ground Transport,0.508
Russia,2019.0,10.0,Industry,0.724
Russia,2019.0,10.0,International Aviation,0.034
Russia,2019.0,10.0,Power,2.735
Russia,2019.0,10.0,Residential,0.61
Spain,2019.0,10.0,Domestic Aviation,0.015
Spain,2019.0,10.0,Ground Transport,0.118
Spain,2019.0,10.0,Industry,0.148
Spain,2019.0,10.0,International Aviation,0.062
Spain,2019.0,10.0,Power,0.094
Spain,2019.0,10.0,Residential,0.103
United Kingdom,2019.0,10.0,Domestic Aviation,0.005
United Kingdom,2019.0,10.0,Ground Transport,0.25
United Kingdom,2019.0,10.0,Industry,0.134
United Kingdom,2019.0,10.0,International Aviation,0.091
United Kingdom,2019.0,10.0,Power,0.15
United Kingdom,2019.0,10.0,Residential,0.34
United States,2019.0,10.0,Domestic Aviation,0.443
United States,2019.0,10.0,Ground Transport,3.83
United States,2019.0,10.0,Industry,2.578
United States,2019.0,10.0,International Aviation,0.213
United States,2019.0,10.0,Power,3.488
United States,2019.0,10.0,Residential,2.341
WORLD,2019.0,10.0,Domestic Aviation,0.928
WORLD,2019.0,10.0,Ground Transport,15.478
WORLD,2019.0,10.0,Industry,28.17
WORLD,2019.0,10.0,International Aviation,1.708
WORLD,2019.0,10.0,Power,35.156
WORLD,2019.0,10.0,Residential,12.326
Brazil,2019.0,11.0,Domestic Aviation,0.028
Brazil,2019.0,11.0,Ground Transport,0.496
Brazil,2019.0,11.0,Industry,0.306
Brazil,2019.0,11.0,International Aviation,0.02
Brazil,2019.0,11.0,Power,0.171
Brazil,2019.0,11.0,Residential,0.098
China,2019.0,11.0,Domestic Aviation,0.165
China,2019.0,11.0,Ground Transport,2.545
China,2019.0,11.0,Industry,10.825
China,2019.0,11.0,International Aviation,0.08
China,2019.0,11.0,Power,12.114
China,2019.0,11.0,Residential,2.463
France,2019.0,11.0,Domestic Aviation,0.007
France,2019.0,11.0,Ground Transport,0.333
France,2019.0,11.0,Industry,0.154
France,2019.0,11.0,International Aviation,0.051
France,2019.0,11.0,Power,0.065
France,2019.0,11.0,Residential,0.318
Germany,2019.0,11.0,Domestic Aviation,0.007
Germany,2019.0,11.0,Ground Transport,0.441
Germany,2019.0,11.0,Industry,0.31
Germany,2019.0,11.0,International Aviation,0.071
Germany,2019.0,11.0,Power,0.511
Germany,2019.0,11.0,Residential,0.647
India,2019.0,11.0,Domestic Aviation,0.02
India,2019.0,11.0,Ground Transport,0.857
India,2019.0,11.0,Industry,2.24
India,2019.0,11.0,International Aviation,0.032
India,2019.0,11.0,Power,3.607
India,2019.0,11.0,Residential,0.451
Italy,2019.0,11.0,Domestic Aviation,0.005
Italy,2019.0,11.0,Ground Transport,0.264
Italy,2019.0,11.0,Industry,0.151
Italy,2019.0,11.0,International Aviation,0.035
Italy,2019.0,11.0,Power,0.23
Italy,2019.0,11.0,Residential,0.261
Japan,2019.0,11.0,Domestic Aviation,0.024
Japan,2019.0,11.0,Ground Transport,0.49
Japan,2019.0,11.0,Industry,0.801
Japan,2019.0,11.0,International Aviation,0.051
Japan,2019.0,11.0,Power,1.439
Japan,2019.0,11.0,Residential,0.422
ROW,2019.0,11.0,Domestic Aviation,0.188
ROW,2019.0,11.0,Ground Transport,6.39
ROW,2019.0,11.0,Industry,9.937
ROW,2019.0,11.0,International Aviation,0.747
ROW,2019.0,11.0,Power,10.515
ROW,2019.0,11.0,Residential,3.49
Russia,2019.0,11.0,Domestic Aviation,0.038
Russia,2019.0,11.0,Ground Transport,0.542
Russia,2019.0,11.0,Industry,0.742
Russia,2019.0,11.0,International Aviation,0.03
Russia,2019.0,11.0,Power,2.803
Russia,2019.0,11.0,Residential,0.609
Spain,2019.0,11.0,Domestic Aviation,0.015
Spain,2019.0,11.0,Ground Transport,0.259
Spain,2019.0,11.0,Industry,0.208
Spain,2019.0,11.0,International Aviation,0.055
Spain,2019.0,11.0,Power,0.132
Spain,2019.0,11.0,Residential,0.107
United Kingdom,2019.0,11.0,Domestic Aviation,0.008
United Kingdom,2019.0,11.0,Ground Transport,0.329
United Kingdom,2019.0,11.0,Industry,0.158
United Kingdom,2019.0,11.0,International Aviation,0.089
United Kingdom,2019.0,11.0,Power,0.177
United Kingdom,2019.0,11.0,Residential,0.323
United States,2019.0,11.0,Domestic Aviation,0.467
United States,2019.0,11.0,Ground Transport,4.445
United States,2019.0,11.0,Industry,2.814
United States,2019.0,11.0,International Aviation,0.21
United States,2019.0,11.0,Power,4.221
United States,2019.0,11.0,Residential,2.34
WORLD,2019.0,11.0,Domestic Aviation,0.978
WORLD,2019.0,11.0,Ground Transport,18.328
WORLD,2019.0,11.0,Industry,29.43
WORLD,2019.0,11.0,International Aviation,1.623
WORLD,2019.0,11.0,Power,37.166
WORLD,2019.0,11.0,Residential,12.348
Brazil,2019.0,12.0,Domestic Aviation,0.029
Brazil,2019.0,12.0,Ground Transport,0.5
Brazil,2019.0,12.0,Industry,0.325
Brazil,2019.0,12.0,International Aviation,0.019
Brazil,2019.0,12.0,Power,0.182
